,Website,Time,Direction,Length
0,imgur,0.0,1.0,174
1,imgur,0.0003449999999999842,1.0,174
2,imgur,0.015644999999999964,1.0,174
3,imgur,0.15982199999999996,1.0,244
4,imgur,0.18870199999999998,0.0,1157
5,imgur,0.19036399999999998,1.0,162
6,imgur,0.197552,1.0,309
7,imgur,0.19770700000000002,1.0,245
8,imgur,0.207669,0.0,1546
9,imgur,0.207901,0.0,1542
10,imgur,0.20795200000000003,0.0,607
11,imgur,0.20839599999999991,0.0,1542
12,imgur,0.20851399999999998,0.0,607
13,imgur,0.20882599999999996,0.0,584
14,imgur,0.20906499999999995,0.0,584
15,imgur,0.21014699999999997,1.0,162
16,imgur,0.21075399999999989,1.0,182
17,imgur,0.291774,1.0,493
18,imgur,0.29189299999999996,1.0,304
19,imgur,0.30231699999999995,0.0,1542
20,imgur,0.30244799999999994,0.0,1546
21,imgur,0.3027209999999999,0.0,1542
22,imgur,0.30281199999999997,0.0,1546
23,imgur,0.303053,0.0,1546
24,imgur,0.3035089999999999,0.0,1542
25,imgur,0.3035669999999999,0.0,1542
26,imgur,0.30364,0.0,1546
27,imgur,0.30383399999999994,0.0,1542
28,imgur,0.303906,0.0,1542
29,imgur,0.30398099999999995,0.0,1546
30,imgur,0.3044589999999999,1.0,158
31,imgur,0.3045709999999999,1.0,162
32,imgur,0.30482,0.0,1542
33,imgur,0.3049299999999999,0.0,1542
34,imgur,0.30498099999999995,0.0,1546
35,imgur,0.30521,0.0,1542
36,imgur,0.30528200000000005,0.0,857
37,imgur,0.3062039999999999,1.0,158
38,imgur,0.30629699999999993,1.0,162
39,imgur,0.30650599999999995,1.0,158
40,imgur,0.30658399999999997,1.0,162
41,imgur,0.306855,0.0,1542
42,imgur,0.3069329999999999,0.0,857
43,imgur,0.3071299999999999,0.0,1542
44,imgur,0.30720099999999995,0.0,857
45,imgur,0.30867999999999995,1.0,162
46,imgur,0.338469,1.0,250
47,imgur,0.349309,0.0,1542
48,imgur,0.349395,0.0,1546
49,imgur,0.34981299999999993,0.0,863
50,imgur,0.350735,1.0,158
51,imgur,0.350839,1.0,162
52,imgur,0.351495,1.0,162
53,imgur,0.364695,1.0,244
54,imgur,0.366143,0.0,162
55,imgur,0.369881,1.0,244
56,imgur,0.375698,0.0,403
57,imgur,0.37634100000000004,0.0,1332
58,imgur,0.37723299999999993,1.0,162
59,imgur,0.37793600000000005,1.0,162
60,imgur,0.38131099999999996,0.0,1027
61,imgur,0.3835749999999999,1.0,162
62,imgur,0.39724400000000004,1.0,599
63,imgur,0.4095709999999999,0.0,1542
64,imgur,0.4096639999999999,0.0,1546
65,imgur,0.409944,0.0,1542
66,imgur,0.410065,0.0,1235
67,imgur,0.41151099999999996,1.0,158
68,imgur,0.41163099999999997,1.0,158
69,imgur,0.411709,1.0,162
70,imgur,0.486653,1.0,230
71,imgur,0.48679399999999995,1.0,235
72,imgur,0.513921,1.0,305
73,imgur,0.514053,1.0,657
74,imgur,0.5151709999999999,0.0,252
75,imgur,0.515547,0.0,252
76,imgur,0.523972,0.0,162
77,imgur,0.530416,0.0,283
78,imgur,0.530648,0.0,279
79,imgur,0.530723,0.0,200
80,imgur,0.530926,0.0,279
81,imgur,0.530999,0.0,200
82,imgur,0.532822,1.0,158
83,imgur,0.5329599999999999,1.0,162
84,imgur,0.581908,0.0,322
85,imgur,0.582149,0.0,346
86,imgur,0.5833619999999999,0.0,346
87,imgur,0.584429,1.0,158
88,imgur,0.584499,1.0,162
89,imgur,0.588326,1.0,248
90,imgur,0.5916629999999999,1.0,248
91,imgur,0.6051529999999999,0.0,1546
92,imgur,0.6053299999999999,0.0,1312
93,imgur,0.605713,1.0,158
94,imgur,0.605789,1.0,162
95,imgur,0.606025,1.0,158
96,imgur,0.606075,1.0,158
97,imgur,0.606146,1.0,162
98,imgur,0.614434,0.0,1546
99,imgur,0.614684,0.0,1542
