,Website,Time,Direction,Length
0,youtube,0.0,1.0,170
1,youtube,0.00041200000000002346,1.0,170
2,youtube,0.0006590000000000207,1.0,170
3,youtube,0.01131500000000002,0.0,182
4,youtube,0.10686100000000004,1.0,170
5,youtube,0.11648800000000009,0.0,182
6,youtube,0.12854200000000005,1.0,189
7,youtube,0.12873600000000002,1.0,189
8,youtube,0.128955,1.0,189
9,youtube,0.12986799999999998,1.0,194
10,youtube,0.13866200000000006,0.0,190
11,youtube,0.140434,1.0,178
12,youtube,0.14053300000000007,1.0,699
13,youtube,0.142635,0.0,201
14,youtube,0.14289000000000002,0.0,217
15,youtube,0.15237500000000004,0.0,292
16,youtube,0.160939,0.0,1390
17,youtube,0.161093,0.0,1390
18,youtube,0.16118300000000008,0.0,1668
19,youtube,0.162715,1.0,178
20,youtube,0.16295899999999996,1.0,178
21,youtube,0.16303300000000004,1.0,182
22,youtube,0.16894600000000004,1.0,246
23,youtube,0.16979299999999997,1.0,224
24,youtube,0.16985000000000006,1.0,221
25,youtube,0.16991900000000004,1.0,213
26,youtube,0.16997100000000004,1.0,457
27,youtube,0.18349600000000005,0.0,758
28,youtube,0.18358399999999997,0.0,323
29,youtube,0.18599900000000003,1.0,178
30,youtube,0.186089,1.0,178
31,youtube,0.18615899999999996,1.0,213
32,youtube,0.18644900000000003,1.0,178
33,youtube,0.18652000000000002,1.0,178
34,youtube,0.18675700000000006,1.0,213
35,youtube,0.18730899999999995,1.0,178
36,youtube,0.187454,1.0,178
37,youtube,0.18751300000000004,1.0,213
38,youtube,0.200994,0.0,182
39,youtube,0.24363999999999997,0.0,590
40,youtube,0.24407900000000005,0.0,1386
41,youtube,0.24412699999999998,0.0,1386
42,youtube,0.24419100000000005,0.0,1386
43,youtube,0.24426800000000004,0.0,1390
44,youtube,0.244491,0.0,1390
45,youtube,0.24463000000000001,0.0,1390
46,youtube,0.24472100000000008,0.0,737
47,youtube,0.24581799999999998,1.0,178
48,youtube,0.24594500000000008,1.0,178
49,youtube,0.24601499999999998,1.0,182
50,youtube,0.24771500000000002,1.0,178
51,youtube,0.24787000000000003,1.0,178
52,youtube,0.24792100000000006,1.0,178
53,youtube,0.248077,1.0,178
54,youtube,0.24822199999999994,1.0,178
55,youtube,0.24827599999999994,1.0,182
56,youtube,0.812597,1.0,217
57,youtube,0.812695,1.0,206
58,youtube,0.8130630000000001,1.0,217
59,youtube,0.813142,1.0,206
60,youtube,0.813342,1.0,217
61,youtube,0.813394,1.0,202
62,youtube,0.8134429999999999,1.0,182
63,youtube,0.8278019999999999,0.0,312
64,youtube,0.827877,0.0,182
65,youtube,0.8326009999999999,0.0,182
66,youtube,0.833243,1.0,245
67,youtube,0.8336480000000002,1.0,245
68,youtube,0.8341609999999999,1.0,245
69,youtube,0.834468,1.0,182
70,youtube,0.836041,0.0,1390
71,youtube,0.836309,0.0,1390
72,youtube,0.8366439999999999,0.0,1390
73,youtube,0.8373600000000001,0.0,1386
74,youtube,0.837432,0.0,1390
75,youtube,0.8375970000000001,0.0,1386
76,youtube,0.8376540000000001,0.0,1390
77,youtube,0.838165,0.0,1386
78,youtube,0.838238,0.0,1390
79,youtube,0.838487,1.0,178
80,youtube,0.8385720000000001,1.0,182
81,youtube,0.839294,0.0,1386
82,youtube,0.8393890000000002,0.0,1386
83,youtube,0.839501,0.0,1386
84,youtube,0.839575,0.0,1386
85,youtube,0.839631,0.0,1390
86,youtube,0.8401529999999999,1.0,178
87,youtube,0.8404069999999999,1.0,182
88,youtube,0.8411310000000001,0.0,1386
89,youtube,0.841208,0.0,1386
90,youtube,0.8412950000000001,0.0,1386
91,youtube,0.8413660000000001,0.0,1386
92,youtube,0.8414409999999999,0.0,1390
93,youtube,0.842282,0.0,1386
94,youtube,0.8424339999999999,0.0,1035
95,youtube,0.8426279999999999,0.0,1386
96,youtube,0.842767,0.0,1035
97,youtube,0.844101,1.0,178
98,youtube,0.844241,1.0,178
99,youtube,0.844293,1.0,178
