,Website,Time,Direction,Length
0,imgur,0.0,1.0,244
1,imgur,0.0003769999999999607,1.0,244
2,imgur,0.0006239999999999579,1.0,244
3,imgur,0.014773999999999954,0.0,1097
4,imgur,0.014986999999999973,0.0,1097
5,imgur,0.01649899999999993,1.0,162
6,imgur,0.031703999999999954,1.0,309
7,imgur,0.03184399999999998,1.0,245
8,imgur,0.04091199999999995,0.0,1891
9,imgur,0.0411149999999999,0.0,1891
10,imgur,0.04165199999999991,0.0,1891
11,imgur,0.04330400000000001,1.0,162
12,imgur,0.04638299999999995,0.0,583
13,imgur,0.04796599999999995,1.0,182
14,imgur,0.0482149999999999,1.0,182
15,imgur,0.04843399999999998,1.0,182
16,imgur,0.11757699999999993,1.0,493
17,imgur,0.11767699999999992,1.0,304
18,imgur,0.12963000000000002,0.0,1542
19,imgur,0.12985000000000002,0.0,1546
20,imgur,0.13026300000000002,0.0,1542
21,imgur,0.13036800000000004,0.0,1546
22,imgur,0.13055499999999998,0.0,1546
23,imgur,0.13090400000000002,0.0,555
24,imgur,0.13107199999999997,0.0,555
25,imgur,0.13145299999999993,1.0,158
26,imgur,0.13156599999999996,1.0,162
27,imgur,0.13232200000000005,1.0,158
28,imgur,0.13242699999999996,1.0,158
29,imgur,0.13250699999999993,1.0,158
30,imgur,0.13258599999999998,1.0,162
31,imgur,0.14529499999999995,0.0,162
32,imgur,0.20031999999999994,1.0,244
33,imgur,0.20292600000000005,0.0,349
34,imgur,0.203967,1.0,244
35,imgur,0.204507,1.0,162
36,imgur,0.213186,0.0,162
37,imgur,0.21413799999999994,0.0,1743
38,imgur,0.21447099999999997,0.0,1201
39,imgur,0.21572999999999998,1.0,158
40,imgur,0.21586800000000006,1.0,162
41,imgur,0.22408699999999993,1.0,250
42,imgur,0.23530700000000004,0.0,1542
43,imgur,0.23539900000000002,0.0,1546
44,imgur,0.235665,0.0,500
45,imgur,0.23703200000000002,1.0,158
46,imgur,0.237155,1.0,158
47,imgur,0.23724199999999995,1.0,162
48,imgur,0.23879000000000006,1.0,538
49,imgur,0.24836899999999995,0.0,1546
50,imgur,0.248556,0.0,1546
51,imgur,0.24875999999999998,0.0,1546
52,imgur,0.24950099999999986,0.0,1334
53,imgur,0.250019,1.0,158
54,imgur,0.250131,1.0,162
55,imgur,0.2505820000000001,1.0,162
56,imgur,0.312145,1.0,230
57,imgur,0.31228,1.0,235
58,imgur,0.3410939999999999,0.0,252
59,imgur,0.348298,1.0,657
60,imgur,0.36296699999999993,0.0,326
61,imgur,0.3632169999999999,0.0,326
62,imgur,0.3637119999999999,0.0,326
63,imgur,0.36387899999999995,0.0,283
64,imgur,0.364236,0.0,279
65,imgur,0.36431899999999995,0.0,200
66,imgur,0.3649779999999999,1.0,162
67,imgur,0.3656330000000001,1.0,158
68,imgur,0.36574299999999993,1.0,162
69,imgur,0.368356,1.0,174
70,imgur,0.3686689999999999,1.0,174
71,imgur,0.36890500000000004,1.0,174
72,imgur,0.3691749999999999,1.0,174
73,imgur,0.369707,1.0,248
74,imgur,0.37140800000000007,1.0,174
75,imgur,0.37603300000000006,0.0,1542
76,imgur,0.37611300000000003,0.0,1546
77,imgur,0.37642300000000006,0.0,1542
78,imgur,0.37651099999999993,0.0,1546
79,imgur,0.37688599999999994,0.0,1542
80,imgur,0.37698200000000004,0.0,1546
81,imgur,0.378443,1.0,158
82,imgur,0.37855099999999986,1.0,162
83,imgur,0.3807919999999999,1.0,158
84,imgur,0.380914,1.0,158
85,imgur,0.38099399999999994,1.0,158
86,imgur,0.381074,1.0,162
87,imgur,0.38325600000000004,1.0,266
88,imgur,0.38337699999999997,1.0,270
89,imgur,0.39437599999999995,0.0,162
90,imgur,0.3950990000000001,0.0,621
91,imgur,0.39564199999999994,0.0,327
92,imgur,0.39658799999999994,1.0,158
93,imgur,0.396706,1.0,162
94,imgur,0.39734900000000006,1.0,162
95,imgur,0.40195800000000004,1.0,248
96,imgur,0.41527499999999984,0.0,1542
97,imgur,0.4153669999999998,0.0,1304
98,imgur,0.4179550000000001,1.0,158
99,imgur,0.4180539999999999,1.0,158
