,Website,Time,Direction,Length
0,okta,0.0,1.0,866
1,okta,0.00026199999999998447,1.0,866
2,okta,0.0005090000000000372,1.0,866
3,okta,0.012952999999999992,0.0,170
4,okta,0.037200000000000066,0.0,1530
5,okta,0.037452000000000096,0.0,1526
6,okta,0.03751100000000013,0.0,1530
7,okta,0.03783500000000001,0.0,1526
8,okta,0.03791300000000003,0.0,1526
9,okta,0.03800600000000004,0.0,1526
10,okta,0.03805900000000001,0.0,1526
11,okta,0.03811000000000003,0.0,1530
12,okta,0.038514000000000104,0.0,1526
13,okta,0.038605000000000056,0.0,1526
14,okta,0.03868100000000002,0.0,1530
15,okta,0.03892800000000002,0.0,252
16,okta,0.03900200000000004,0.0,1526
17,okta,0.039074,0.0,1530
18,okta,0.03917100000000001,0.0,1530
19,okta,0.03934300000000007,0.0,1530
20,okta,0.03959000000000007,0.0,1526
21,okta,0.03966400000000009,0.0,1526
22,okta,0.03974000000000005,0.0,323
23,okta,0.039872000000000074,0.0,1530
24,okta,0.04004500000000005,0.0,1530
25,okta,0.04134500000000002,1.0,170
26,okta,0.04250400000000004,1.0,166
27,okta,0.042603,1.0,166
28,okta,0.04267700000000002,1.0,170
29,okta,0.042860000000000065,1.0,166
30,okta,0.04294400000000004,1.0,170
31,okta,0.062036000000000036,1.0,203
32,okta,0.06214599999999998,1.0,207
33,okta,0.06709099999999996,1.0,158
34,okta,0.06719400000000003,1.0,162
35,okta,0.096991,0.0,174
36,okta,0.09713200000000005,0.0,174
37,okta,0.09882099999999999,1.0,203
38,okta,0.09893100000000005,1.0,207
39,okta,0.10086699999999998,0.0,252
40,okta,0.10150799999999999,0.0,162
41,okta,0.10165700000000005,0.0,284
42,okta,0.102443,1.0,162
43,okta,0.10317400000000004,1.0,146
44,okta,0.10329099999999997,1.0,150
45,okta,0.11737000000000003,1.0,260
46,okta,0.12705700000000003,0.0,162
47,okta,0.13176100000000007,0.0,174
48,okta,0.13621300000000008,0.0,156
49,okta,0.14401900000000006,0.0,225
50,okta,0.14429700000000006,0.0,1580
51,okta,0.14481000000000005,0.0,1580
52,okta,0.14505400000000007,0.0,1346
53,okta,0.1453020000000001,0.0,1580
54,okta,0.14543299999999998,0.0,1044
55,okta,0.14584899999999995,1.0,158
56,okta,0.14596000000000003,1.0,162
57,okta,0.14620700000000003,1.0,158
58,okta,0.14630300000000002,1.0,162
59,okta,0.14651500000000012,0.0,201
60,okta,0.14673000000000008,1.0,158
61,okta,0.14679400000000004,1.0,162
62,okta,0.14696199999999998,1.0,158
63,okta,0.1470430000000001,1.0,162
64,okta,0.1472980000000001,1.0,158
65,okta,0.14737700000000004,1.0,201
66,okta,0.15511599999999998,1.0,268
67,okta,0.15629200000000004,1.0,224
68,okta,0.16184700000000002,0.0,162
69,okta,0.172645,0.0,252
70,okta,0.17295500000000003,0.0,1546
71,okta,0.17333100000000007,0.0,1542
72,okta,0.173425,0.0,1546
73,okta,0.17408600000000013,0.0,1495
74,okta,0.17477400000000004,1.0,158
75,okta,0.17488200000000004,1.0,158
76,okta,0.174954,1.0,158
77,okta,0.17504400000000003,1.0,158
78,okta,0.175116,1.0,158
79,okta,0.17520700000000006,1.0,158
80,okta,0.175278,1.0,162
81,okta,0.17660500000000007,1.0,158
82,okta,0.17671500000000012,1.0,158
83,okta,0.17678600000000005,1.0,158
84,okta,0.17687000000000003,1.0,162
85,okta,0.21699200000000002,0.0,744
86,okta,0.21722200000000008,0.0,744
87,okta,0.21763900000000008,0.0,744
88,okta,0.219412,1.0,162
89,okta,0.52936,1.0,287
90,okta,0.529836,1.0,287
91,okta,0.5300490000000002,1.0,287
92,okta,0.5386060000000001,0.0,162
93,okta,0.539029,0.0,162
94,okta,0.5393250000000003,0.0,162
95,okta,0.544154,0.0,713
96,okta,0.5443660000000001,0.0,713
97,okta,0.5451950000000001,0.0,713
98,okta,0.5466900000000001,1.0,162
99,okta,0.6773070000000001,1.0,287
