frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","172.217.10.150","192.168.1.118","TLSv1.2","1484","Server Hello"
"2","0.000067662","192.168.1.118","172.217.10.150","TCP","66","39742 → 443 [ACK] Seq=1 Ack=1419 Win=493 Len=0 TSval=920928336 TSecr=3185057204"
"3","0.001407900","172.217.10.150","192.168.1.118","TLSv1.2","1719","Certificate, Server Key Exchange, Server Hello Done"
"4","0.001444587","192.168.1.118","172.217.10.150","TCP","66","39742 → 443 [ACK] Seq=1 Ack=3072 Win=481 Len=0 TSval=920928337 TSecr=3185057204"
"5","0.004150662","192.168.1.118","172.217.10.150","TLSv1","583","Client Hello"
"6","0.011850550","192.168.1.118","209.18.47.62","DNS","75","Standard query 0x1fd4 A www.gstatic.com"
"7","0.013070837","192.168.1.118","172.217.10.150","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8","0.016044162","192.168.1.118","172.217.10.150","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"9","0.020010462","192.168.1.118","172.217.10.150","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10","0.022038187","192.168.1.118","172.217.10.150","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"11","0.053646350","172.217.10.150","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"12","0.053720212","192.168.1.118","172.217.10.150","TCP","66","39736 → 443 [ACK] Seq=127 Ack=52 Win=501 Len=0 TSval=920928389 TSecr=2569252992"
"13","0.055008487","172.217.10.150","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"14","0.055070375","192.168.1.118","172.217.10.150","TCP","66","39738 → 443 [ACK] Seq=127 Ack=52 Win=501 Len=0 TSval=920928391 TSecr=119529715"
"15","0.055110862","172.217.10.150","192.168.1.118","TCP","66","443 → 39744 [ACK] Seq=1 Ack=518 Win=240 Len=0 TSval=4040376926 TSecr=920928340"
"16","0.055133875","209.18.47.62","192.168.1.118","DNS","91","Standard query response 0x1fd4 A www.gstatic.com A 172.217.11.35"
"17","0.055272150","192.168.1.118","209.18.47.62","DNS","75","Standard query 0xab75 AAAA www.gstatic.com"
"18","0.060607850","192.168.1.118","172.217.10.150","TLSv1.2","363","Application Data"
"19","0.060923637","192.168.1.118","172.217.10.150","TLSv1.2","363","Application Data"
"20","0.061076712","192.168.1.118","172.217.3.110","TLSv1.2","338","Application Data"
"21","0.062788025","172.217.10.150","192.168.1.118","TLSv1.2","1484","Server Hello"
"22","0.062855275","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=518 Ack=1419 Win=493 Len=0 TSval=920928398 TSecr=4040376934"
"23","0.065076200","172.217.10.150","192.168.1.118","TLSv1.2","1719","Certificate, Server Key Exchange, Server Hello Done"
"24","0.065145375","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=518 Ack=3072 Win=481 Len=0 TSval=920928401 TSecr=4040376934"
"25","0.065186637","172.217.10.150","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"26","0.065209712","192.168.1.118","172.217.10.150","TCP","66","39740 → 443 [ACK] Seq=127 Ack=52 Win=501 Len=0 TSval=920928401 TSecr=3100205754"
"27","0.065225450","172.217.10.150","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"28","0.079242625","209.18.47.62","192.168.1.118","DNS","103","Standard query response 0xab75 AAAA www.gstatic.com AAAA 2607:f8b0:4006:815::2003"
"29","0.085948625","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"30","0.089381137","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"31","0.089453050","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"32","0.089516862","172.217.10.150","192.168.1.118","TLSv1.2","1381","Application Data"
"33","0.089534100","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"34","0.089567487","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"35","0.089599075","172.217.10.150","192.168.1.118","TLSv1.2","5514","Application Data, Application Data, Application Data, Application Data"
"36","0.089617675","172.217.3.110","192.168.1.118","TLSv1.2","1484","Application Data"
"37","0.089652387","192.168.1.118","172.217.3.110","TCP","66","38696 → 443 [ACK] Seq=273 Ack=1419 Win=493 Len=0 TSval=3214554240 TSecr=3218539529"
"38","0.089698750","172.217.3.110","192.168.1.118","TLSv1.2","2552","Application Data, Application Data"
"39","0.089715912","192.168.1.118","172.217.3.110","TCP","66","38696 → 443 [ACK] Seq=273 Ack=3905 Win=474 Len=0 TSval=3214554240 TSecr=3218539529"
"40","0.091833725","192.168.1.118","172.217.3.110","TCP","66","38694 → 443 [ACK] Seq=1 Ack=1 Win=243 Len=0 TSval=3214554242 TSecr=2691407177"
"41","0.091926962","192.168.1.118","172.217.10.150","TCP","66","39736 → 443 [ACK] Seq=424 Ack=9754 Win=426 Len=0 TSval=920928427 TSecr=2569253024"
"42","0.092089262","192.168.1.118","172.217.10.150","TCP","66","39738 → 443 [ACK] Seq=424 Ack=8457 Win=436 Len=0 TSval=920928428 TSecr=119529746"
"43","0.092461162","192.168.1.118","172.217.10.150","TLSv1.2","363","Application Data"
"44","0.092725350","192.168.1.118","172.217.10.150","TLSv1.2","363","Application Data"
"45","0.094615200","192.168.1.118","172.217.10.150","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"46","0.094932200","192.168.1.118","172.217.11.35","TCP","74","34112 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1124864369 TSecr=0 WS=128"
"47","0.103244200","192.168.1.118","209.18.47.62","DNS","73","Standard query 0x7b0c A yt3.ggpht.com"
"48","0.114004950","172.217.10.150","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"49","0.116278800","172.217.11.35","192.168.1.118","TCP","74","443 → 34112 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM=1 TSval=1496342275 TSecr=1124864369 WS=256"
"50","0.116372412","192.168.1.118","172.217.11.35","TCP","66","34112 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1124864391 TSecr=1496342275"
"51","0.116419137","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"52","0.116458487","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"53","0.116501500","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"54","0.116575687","172.217.10.150","192.168.1.118","TLSv1.2","2135","Application Data, Application Data"
"55","0.116594537","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"56","0.116621025","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"57","0.116652637","172.217.10.150","192.168.1.118","TLSv1.2","4694","Application Data, Application Data, Application Data, Application Data"
"58","0.116678062","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"59","0.118282200","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"60","0.118338762","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"61","0.118365662","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"62","0.119498737","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"63","0.119549687","172.217.3.110","192.168.1.118","SSL","2262","Continuation Data"
"64","0.120587012","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"65","0.123227612","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"66","0.124745112","209.18.47.62","192.168.1.118","DNS","134","Standard query response 0x7b0c A yt3.ggpht.com CNAME photos-ugc.l.googleusercontent.com A 142.250.64.97"
"67","0.124822325","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"68","0.124860962","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"69","0.124941175","192.168.1.118","209.18.47.62","DNS","73","Standard query 0xcfe8 AAAA yt3.ggpht.com"
"70","0.125594287","172.217.3.110","192.168.1.118","SSL","2902","Continuation Data"
"71","0.139759750","209.18.47.62","192.168.1.118","DNS","146","Standard query response 0xcfe8 AAAA yt3.ggpht.com CNAME photos-ugc.l.googleusercontent.com AAAA 2607:f8b0:4006:807::2001"
"72","0.151660937","192.168.1.103","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.251"
"73","0.152933312","192.168.1.103","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"74","0.154535187","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=644 Ack=3123 Win=501 Len=0 TSval=920928490 TSecr=4040376987"
"75","0.156536062","192.168.1.118","172.217.10.150","TCP","66","39740 → 443 [ACK] Seq=424 Ack=7793 Win=441 Len=0 TSval=920928492 TSecr=3100205806"
"76","0.157516412","192.168.1.118","172.217.3.110","TCP","66","38694 → 443 [ACK] Seq=1 Ack=30557 Win=5 Len=0 TSval=3214554308 TSecr=2691407466"
"77","0.157555262","192.168.1.118","172.217.10.150","TCP","66","39742 → 443 [ACK] Seq=424 Ack=12005 Win=432 Len=0 TSval=920928493 TSecr=3185057319"
"78","0.170887300","172.217.10.150","192.168.1.118","TLSv1.2","717","[TCP Spurious Retransmission] , Application Data"
"79","0.170955162","192.168.1.118","172.217.10.150","TCP","78","[TCP Dup ACK 75#1] 39740 → 443 [ACK] Seq=424 Ack=7793 Win=441 Len=0 TSval=920928506 TSecr=3100205864 SLE=7142 SRE=7793"
"80","0.177228112","192.168.1.118","172.217.10.150","TLSv1.2","363","Application Data"
"81","0.198533550","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"82","0.198617037","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=941 Ack=4541 Win=493 Len=0 TSval=920928534 TSecr=4040377074"
"83","0.200427750","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"84","0.200515637","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=941 Ack=7377 Win=471 Len=0 TSval=920928536 TSecr=4040377074"
"85","0.200560762","172.217.10.150","192.168.1.118","TLSv1.2","1484","Application Data"
"86","0.200575912","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=941 Ack=8795 Win=460 Len=0 TSval=920928536 TSecr=4040377074"
"87","0.200598000","172.217.10.150","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"88","0.200614525","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=941 Ack=11631 Win=438 Len=0 TSval=920928536 TSecr=4040377074"
"89","0.202564225","172.217.10.150","192.168.1.118","TLSv1.2","2596","Application Data, Application Data"
"90","0.202628900","192.168.1.118","172.217.10.150","TCP","66","39744 → 443 [ACK] Seq=941 Ack=14161 Win=419 Len=0 TSval=920928538 TSecr=4040377076"
"91","0.214310262","192.168.1.118","172.217.11.35","TLSv1","583","Client Hello"
"92","0.214673225","192.168.1.118","142.250.64.97","TCP","74","34900 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=385710132 TSecr=0 WS=128"
"93","0.214882787","192.168.1.118","172.217.3.110","TLSv1.2","331","Application Data"
"94","0.215009112","192.168.1.118","142.250.64.97","TCP","74","34902 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=385710132 TSecr=0 WS=128"
"95","0.215111500","192.168.1.118","142.250.64.97","TCP","74","34904 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=385710133 TSecr=0 WS=128"
"96","0.237566212","172.217.11.35","192.168.1.118","TCP","66","443 → 34112 [ACK] Seq=1 Ack=518 Win=61440 Len=0 TSval=1496342395 TSecr=1124864489"
"97","0.239449450","142.250.64.97","192.168.1.118","TCP","74","443 → 34904 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM=1 TSval=4132540031 TSecr=385710133 WS=256"
"98","0.239556887","192.168.1.118","142.250.64.97","TCP","66","34904 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=385710157 TSecr=4132540031"
"99","0.239603950","142.250.64.97","192.168.1.118","TCP","74","443 → 34900 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM=1 TSval=3549330773 TSecr=385710132 WS=256"
"100","0.239628775","192.168.1.118","142.250.64.97","TCP","66","34900 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=385710157 TSecr=3549330773"
"101","0.239645150","142.250.64.97","192.168.1.118","TCP","74","443 → 34902 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM=1 TSval=64330898 TSecr=385710132 WS=256"
"102","0.239668425","192.168.1.118","142.250.64.97","TCP","66","34902 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=385710157 TSecr=64330898"
"103","0.239686312","172.217.3.110","192.168.1.118","TLSv1.2","785","Application Data"
"104","0.241497150","172.217.11.35","192.168.1.118","TLSv1.2","1484","Server Hello"
"105","0.241556150","192.168.1.118","172.217.11.35","TCP","66","34112 → 443 [ACK] Seq=518 Ack=1419 Win=63104 Len=0 TSval=1124864516 TSecr=1496342402"
"106","0.244326862","172.217.11.35","192.168.1.118","TLSv1.2","1306","Certificate, Server Key Exchange, Server Hello Done"
