"No.","Time","Source","Destination","Protocol","Length","Info"
"2943","18.943732","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2752, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"2944","18.948556","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=1989, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"2945","18.965468","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=621, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2946","18.991746","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=622, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2947","19.021010","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=384, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"2948","19.024995","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=623, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2949","19.047368","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2753, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"2950","19.048807","Espressi_77:0c:8b","Broadcast","802.11","87","Probe Request, SN=2144, FN=0, Flags=........C, SSID=AdventurousMoose"
"2951","19.051351","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"2952","19.054532","Netgear_cd:f4:b4","Broadcast","802.11","80","Beacon frame, SN=624, FN=0, Flags=........C, BI=31[Malformed Packet: length of contained item exceeds length of containing item]"
"2953","19.104661","ASUSTekC_a5:56:f0","Broadcast","802.11","284","Beacon frame, SN=583, FN=0, Flags=........C, BI=100, SSID=CKMEDICAL_2.4"
"2954","19.118356","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=385, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"2955","19.121568","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"2956","19.121619","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"2957","19.121669","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","158","QoS Data, SN=135, FN=0, Flags=.p....F.C"
"2958","19.122445","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"2959","19.122497","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","496","QoS Data, SN=136, FN=0, Flags=.p....F.C"
"2960","19.149035","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2754, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"2961","19.152777","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=627, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2962","19.154441","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=1991, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"2963","19.158317","Netgear_cd:f4:b4","AtherosC_c3:e1:c0","802.11","357","Probe Response, SN=628, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_\357\277\275\357\277\275\357\277\275\357\277\275[Malformed Packet: length of contained item exceeds length of containing item]"
"2964","19.169823","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"2965","19.170015","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"2966","19.170125","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"2967","19.170375","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"2968","19.170425","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","130","QoS Data, SN=137, FN=0, Flags=.p....F.C"
"2969","19.184318","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=629, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2970","19.216716","Netgear_cd:f4:b4","AtherosC_c3:e1:c0","802.11","360","Probe Response, SN=630, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2971","19.220849","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=386, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"2972","19.224566","Apple_53:af:45","Broadcast","802.11","109","Data, SN=387, FN=0, Flags=.p....F.C"
"2973","19.250906","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2755, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"2974","19.277162","Netgear_cd:f4:b4","AtherosC_c3:e1:c0","802.11","360","Probe Response, SN=633, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2975","19.281702","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=634, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2976","19.285026","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"2977","19.285077","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"2978","19.310836","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=635, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2979","19.323190","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=388, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"2980","19.341783","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=636, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2981","19.353329","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2756, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"2982","19.378472","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=637, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2983","19.405327","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=638, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2984","19.405421","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"2985","19.425519","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=389, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"2986","19.436022","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=639, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2987","19.449689","7a:32:83:2d:97:8e","Broadcast","AWDL","664","Master Indication"
"2988","19.455403","NovatelW_6a:54:37","Broadcast","802.11","242","Beacon frame, SN=2757, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436[Malformed Packet: length of contained item exceeds length of containing item]"
"2989","19.467963","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=640, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2990","19.492098","Netgear_9a:69:f1","Broadcast","802.11","344","Beacon frame, SN=913, FN=0, Flags=........C, BI=200, SSID=Winterfell"
"2991","19.501301","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=641, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2992","19.514322","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"2993","19.527926","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=390, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"2994","19.531392","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=642, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2995","19.558145","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2758, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"2996","19.565276","Netgear_cd:f4:b4","Broadcast","802.11","102","Beacon frame, SN=643, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951[Malformed Packet: length of contained item exceeds length of containing item]"
"2997","19.594751","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=644, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2998","19.626654","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=645, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"2999","19.630352","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=391, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3000","19.630509","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3001","19.659261","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=646, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3002","19.661525","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2759, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"3003","19.690074","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=647, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3004","19.696880","Netgear_9a:69:f1","Broadcast","802.11","344","Beacon frame, SN=914, FN=0, Flags=........C, BI=200, SSID=Winterfell"
"3005","19.721704","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=648, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3006","19.732582","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=392, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3007","19.747319","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3008","19.755952","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=2433, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"3009","19.767302","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=1997, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"3010","19.819380","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=651, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3011","19.835157","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=393, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3012","19.850499","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=652, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3013","19.865366","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2761, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"3014","19.865461","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3015","19.880418","Netgear_cd:f4:b4","Broadcast","802.11","227","Beacon frame, SN=653, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951[Malformed Packet]"
"3016","19.901704","Netgear_9a:69:f1","Broadcast","802.11","344","Beacon frame, SN=915, FN=0, Flags=........C, BI=200, SSID=Winterfell"
"3017","19.912375","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=654, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3018","19.937544","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=394, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3019","19.944306","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=655, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3020","19.968226","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2762, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"3021","19.975821","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=656, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3022","20.008831","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=657, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3023","20.039983","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=395, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3024","20.041641","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=658, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3025","20.063074","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=2439, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"3026","20.068315","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=2440, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"3027","20.087534","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"3028","20.087584","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3029","20.087689","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3030","20.092871","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3031","20.102650","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=660, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3032","20.106463","Netgear_9a:69:f1","Broadcast","802.11","344","Beacon frame, SN=916, FN=0, Flags=........C, BI=200, SSID=Winterfell"
"3033","20.134899","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=661, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3034","20.143471","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=396, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3035","20.146195","Apple_53:af:45","Broadcast","802.11","109","Data, SN=397, FN=0, Flags=.p....F.C"
"3036","20.167494","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"3037","20.167545","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3038","20.168113","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"3039","20.168166","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","130","QoS Data, SN=138, FN=0, Flags=.p....F.C"
"3040","20.171029","","","802.11","36","Beacon frame[Malformed Packet]"
"3041","20.171080","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p.....TC"
"3042","20.171220","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p..R..TC"
"3043","20.171387","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p..R..TC"
"3044","20.172903","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p..R..TC"
"3045","20.176484","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p..R..TC"
"3046","20.177221","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p..R..TC"
"3047","20.184723","IntelCor_b7:52:73","Google_52:20:d9","802.11","241","QoS Data, SN=979, FN=0, Flags=.p..R..TC"
"3048","20.184846","","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3049","20.185811","Apple_53:af:45","Broadcast","802.11","109","Data, SN=398, FN=0, Flags=.p....F.C"
"3050","20.185897","IntelCor_b7:52:73","Google_52:20:d9","802.11","264","QoS Data, SN=985, FN=0, Flags=.p....F.C"
"3051","20.186020","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3052","20.194007","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","45","Request-to-send, Flags=........C"
"3053","20.194059","","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","39","Clear-to-send, Flags=........C"
"3054","20.194108","Google_52:20:d9","IntelCor_b7:52:73","802.11","264","QoS Data, SN=2639, FN=0, Flags=.p.....TC"
"3055","20.194240","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3056","20.194366","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","45","Request-to-send, Flags=........C"
"3057","20.194421","","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","39","Clear-to-send, Flags=........C"
"3058","20.194472","Google_52:20:d9","IntelCor_b7:52:73","802.11","264","QoS Data, SN=1898, FN=0, Flags=.p....F.C"
"3059","20.194655","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3060","20.194752","IntelCor_b7:52:73","Google_52:20:d9","802.11","131","QoS Data, SN=980, FN=0, Flags=.p.....TC"
"3061","20.194862","","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3062","20.195226","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","45","Request-to-send, Flags=........C"
"3063","20.195274","","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","39","Clear-to-send, Flags=........C"
"3064","20.195321","IntelCor_b7:52:73","Google_52:20:d9","802.11","154","QoS Data, SN=986, FN=0, Flags=.p....F.C"
"3065","20.195447","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3066","20.200021","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=663, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3067","20.209903","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3068","20.232291","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=664, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3069","20.244731","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=399, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3070","20.262664","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=665, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3071","20.273251","NovatelW_6a:54:37","Broadcast","802.11","79","Beacon frame, SN=2765, FN=0, Flags=........C, BI=100[Malformed Packet: length of contained item exceeds length of containing item]"
"3072","20.282090","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=2002, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"3073","20.282181","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3074","20.295200","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3075","20.295290","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3076","20.295340","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3077","20.295425","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3078","20.295475","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3079","20.295552","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3080","20.295805","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3081","20.296071","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3082","20.296164","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3083","20.296645","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3084","20.296736","","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3085","20.311511","Netgear_9a:69:f1","Broadcast","802.11","344","Beacon frame, SN=917, FN=0, Flags=........C, BI=200, SSID=Winterfell"
"3086","20.326939","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=667, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3087","20.327406","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3088","20.347001","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=400, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3089","20.356772","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=668, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3090","20.370273","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=2445, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"3091","20.377293","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2766, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"3092","20.388444","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=669, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3093","20.423270","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=670, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3094","20.443621","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3095","20.449485","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=401, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3096","20.451963","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=671, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3097","20.480227","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=2767, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"3098","20.495158","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=673, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3099","20.498543","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=673, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3100","20.501740","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=673, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3101","20.502259","7a:32:83:2d:97:8e","Broadcast","AWDL","664","Master Indication"
"3102","20.506547","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=673, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3103","20.506720","IntelCor_b7:52:73","Cisco-Li_5b:1c:ce","802.11","131","QoS Data, SN=981, FN=0, Flags=.p.....TC"
"3104","20.506949","","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3105","20.509764","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=673, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3106","20.515599","Netgear_cd:f4:b4","Broadcast","802.11","107","Beacon frame, SN=674, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951[Malformed Packet: length of contained item exceeds length of containing item]"
"3107","20.524689","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","45","Request-to-send, Flags=........C"
"3108","20.524742","","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","39","Clear-to-send, Flags=........C"
"3109","20.524792","Cisco-Li_5b:1c:ce","IntelCor_b7:52:73","802.11","154","QoS Data, SN=1899, FN=0, Flags=.p....F.C"
"3110","20.524941","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"3111","20.547271","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=675, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3112","20.551899","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=402, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"3113","20.555178","7a:32:83:2d:97:8e","Broadcast","AWDL","370","Periodic Synchronization"
"3114","20.564569","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=676, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3115","20.568097","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=676, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3116","20.572245","Netgear_cd:f4:b4","76:61:b6:33:f5:55","802.11","360","Probe Response, SN=676, FN=0, Flags=....R...C, BI=31, SSID=NTGR_VMB_1462060951"
"3117","20.613035","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=678, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
"3118","20.624996","IntelCor_b7:52:73","Cisco-Li_5b:1c:d0","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=...P...TC"
"3119","20.625054","","IntelCor_b7:52:73 (dc:fb:48:b7:52:73) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3120","20.627675","","Apple_47:4d:fd (00:db:70:47:4d:fd) (RA)","802.11","39","Acknowledgement, Flags=........C"
"3121","20.642620","Netgear_cd:f4:b4","Broadcast","802.11","268","Beacon frame, SN=679, FN=0, Flags=........C, BI=31, SSID=NTGR_VMB_1462060951"
