frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","23.0.204.154","TLSv1.2","457","Application Data"
"2","0.003542787","192.168.1.118","199.232.37.164","TCP","66","[TCP ZeroWindow] 45168 → 443 [ACK] Seq=1 Ack=1 Win=0 Len=0 TSval=654916030 TSecr=294830810"
"3","0.003701287","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"4","0.003801112","192.168.1.118","199.232.37.164","TCP","66","45166 → 443 [ACK] Seq=1 Ack=5409 Win=82 Len=0 TSval=654916034 TSecr=2835452659"
"5","0.005653600","199.232.37.164","192.168.1.118","SSL","5034","Continuation Data"
"6","0.005759075","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"7","0.005776687","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"8","0.008009712","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"9","0.008467775","199.232.37.164","192.168.1.118","SSL","10882","Continuation Data"
"10","0.008499000","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"11","0.008610675","192.168.1.118","199.232.37.164","TCP","66","45172 → 443 [ACK] Seq=1 Ack=10817 Win=143 Len=0 TSval=654916038 TSecr=3275617207"
"12","0.008761575","192.168.1.118","199.232.37.164","TCP","66","45166 → 443 [ACK] Seq=1 Ack=10377 Win=44 Len=0 TSval=654916039 TSecr=2835452659"
"13","0.008852512","192.168.1.118","199.232.37.164","TCP","66","45164 → 443 [ACK] Seq=1 Ack=21633 Win=4 Len=0 TSval=654916039 TSecr=2795407595"
"14","0.013943187","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45164 → 443 [ACK] Seq=1 Ack=21633 Win=157 Len=0 TSval=654916044 TSecr=2795407595"
"15","0.014027412","192.168.1.118","199.232.37.164","TCP","66","45134 → 443 [ACK] Seq=1 Ack=1 Win=240 Len=0 TSval=654916044 TSecr=2835452654"
"16","0.014217012","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45172 → 443 [ACK] Seq=1 Ack=10817 Win=307 Len=0 TSval=654916044 TSecr=3275617207"
"17","0.017097125","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45168 → 443 [ACK] Seq=1 Ack=1 Win=211 Len=0 TSval=654916047 TSecr=294830810"
"18","0.017926475","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45166 → 443 [ACK] Seq=1 Ack=10377 Win=208 Len=0 TSval=654916048 TSecr=2835452659"
"19","0.018061612","199.232.37.164","192.168.1.118","SSL","1538","Continuation Data"
"20","0.018107425","199.232.37.164","192.168.1.118","SSL","4122","Continuation Data"
"21","0.019490050","199.232.37.164","192.168.1.118","SSL","1418","Continuation Data"
"22","0.019556525","199.232.37.164","192.168.1.118","SSL","8178","Continuation Data"
"23","0.019584750","199.232.37.164","192.168.1.118","SSL","2770","Continuation Data"
"24","0.025727087","192.168.1.118","199.232.37.164","TCP","66","45172 → 443 [ACK] Seq=1 Ack=28513 Win=169 Len=0 TSval=654916056 TSecr=3275617207"
"25","0.030444912","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45164 → 443 [ACK] Seq=1 Ack=21633 Win=320 Len=0 TSval=654916060 TSecr=2795407595"
"26","0.036297875","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45166 → 443 [ACK] Seq=1 Ack=10377 Win=501 Len=0 TSval=654916066 TSecr=2835452659"
"27","0.036626587","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45134 → 443 [ACK] Seq=1 Ack=1 Win=483 Len=0 TSval=654916066 TSecr=2835452654"
"28","0.037831350","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45172 → 443 [ACK] Seq=1 Ack=28513 Win=355 Len=0 TSval=654916068 TSecr=3275617207"
"29","0.040565787","192.168.1.118","199.232.37.164","TCP","66","[TCP Window Update] 45168 → 443 [ACK] Seq=1 Ack=1 Win=470 Len=0 TSval=654916070 TSecr=294830810"
"30","0.040950462","192.168.1.118","199.232.37.164","TLSv1.2","334","Application Data"
"31","0.050273187","199.232.37.164","192.168.1.118","SSL","1418","Continuation Data"
"32","0.051989175","199.232.37.164","192.168.1.118","SSL","6826","Continuation Data"
"33","0.053630400","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"34","0.055459187","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"35","0.056273600","192.168.1.118","199.232.37.164","TCP","66","45168 → 443 [ACK] Seq=1 Ack=18929 Win=323 Len=0 TSval=654916086 TSecr=294830827"
"36","0.057065387","199.232.37.164","192.168.1.118","SSL","4722","Continuation Data"
"37","0.057114862","199.232.37.164","192.168.1.118","SSL","2770","Continuation Data"
"38","0.060297787","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"39","0.060445787","199.232.37.164","192.168.1.118","SSL","4122","Continuation Data"
"40","0.063007587","199.232.37.164","192.168.1.118","SSL","5474","Continuation Data"
"41","0.063115787","199.232.37.164","192.168.1.118","SSL","2770","Continuation Data"
"42","0.063149212","199.232.37.164","192.168.1.118","SSL","6826","Continuation Data"
"43","0.065769450","199.232.37.164","192.168.1.118","SSL","1418","Continuation Data"
"44","0.065812062","199.232.37.164","192.168.1.118","SSL","4122","Continuation Data"
"45","0.066020837","192.168.1.118","199.232.37.164","TCP","66","45134 → 443 [ACK] Seq=1 Ack=4057 Win=565 Len=0 TSval=654916096 TSecr=2835452675"
"46","0.066085725","199.232.37.164","192.168.1.118","SSL","2541","Continuation Data"
"47","0.066108150","192.168.1.118","199.232.37.164","TCP","66","45134 → 443 [ACK] Seq=1 Ack=6533 Win=603 Len=0 TSval=654916096 TSecr=2835452675"
"48","0.066173900","199.232.37.164","192.168.1.118","SSL","13586","Continuation Data"
"49","0.066194962","192.168.1.118","199.232.37.164","TCP","66","45164 → 443 [ACK] Seq=1 Ack=35153 Win=734 Len=0 TSval=654916096 TSecr=2795407612"
