2,0.117185,1,241
2,0.117330,0,39
2,0.122212,1,264
2,0.123217,0,264
2,0.123438,0,45
2,0.123537,0,264
2,0.123689,1,57
2,0.125128,1,131
2,0.125286,0,39
2,0.125599,1,154
2,0.225887,1,55
2,0.225994,0,39
2,0.492191,1,125
2,0.492335,0,39
2,0.492456,0,45
2,0.492555,0,130
2,0.492664,1,57
2,0.593124,1,55
2,0.593182,0,39
2,2.971740,1,131
2,2.973045,1,131
2,2.974941,1,131
2,2.975078,0,39
2,2.975298,1,154
2,2.976035,0,154
2,2.976206,0,45
2,2.976374,0,154
2,2.976480,1,57
2,3.076923,1,55
2,3.076981,0,39
2,4.898712,1,283
2,4.901053,1,283
2,4.901308,0,39
2,4.917912,1,285
2,5.001752,1,55
2,5.002002,0,39
2,5.127300,1,241
2,5.127445,0,39
2,5.134524,1,264
2,5.140980,0,264
2,5.141164,0,45
2,5.141331,0,264
2,5.141436,1,57
2,5.142589,1,131
2,5.142753,0,39
2,5.142939,1,154
2,5.243082,1,55
2,5.243179,1,55
2,5.243655,0,39
2,5.897636,1,283
2,5.897782,0,39
2,5.911206,1,285
2,6.003449,1,55
2,6.003575,0,39
2,6.903334,1,283
2,6.903477,0,39
2,6.914546,1,285
2,7.004026,1,55
2,7.004118,0,39
2,8.590186,0,154
2,8.590650,1,55
2,8.590694,0,39
2,8.590783,0,45
2,8.590871,0,154
2,8.590916,1,57
2,8.590962,1,131
2,8.591008,0,39
2,8.591145,1,154
2,8.591669,1,55
2,8.591715,0,39
2,8.592095,1,283
2,8.592140,0,39
2,8.592186,1,285
2,8.592788,1,55
2,8.592833,0,39
2,9.370979,1,130
2,9.475072,1,54
2,12.443630,1,216
2,12.443787,0,39
2,12.463551,0,45
2,12.463598,0,197
2,12.463703,1,57
2,12.465179,1,131
2,12.465302,0,39
2,12.478514,1,348
2,12.478846,0,39
2,12.500561,0,45
2,12.500697,0,515
2,12.500824,1,57
2,12.508566,1,154
2,12.509000,1,154
2,12.509664,1,154
2,12.511155,1,154
2,12.512842,1,154
2,12.517959,1,154
2,12.518080,0,39
2,12.518708,1,131
2,12.518829,1,131
2,12.519519,1,131
2,12.520620,1,131
2,12.520745,0,39
2,12.543716,0,45
2,12.543822,0,154
2,12.544028,1,57
2,12.544141,1,131
2,12.544242,0,39
2,12.544292,1,131
2,12.544395,0,39
2,12.544489,0,45
2,12.544581,0,154
2,12.544691,1,57
2,12.556491,0,45
2,12.556582,0,166
2,12.556691,1,57
2,12.656960,1,55
2,12.657055,0,39
2,13.191055,1,149
2,13.191159,0,39
2,13.204191,0,45
2,13.204285,0,330
2,13.204409,1,57
2,13.206260,1,149
2,13.206713,1,149
2,13.206815,0,39
2,13.223016,0,45
2,13.223119,0,354
2,13.223270,1,57
2,13.259918,1,139
2,13.260062,1,139
2,13.260813,1,139
2,13.261458,1,139
2,13.263735,1,139
2,13.263880,1,139
2,13.271709,1,139
2,13.271852,0,39
2,13.288787,0,45
2,13.288889,0,162
2,13.289030,1,57
2,13.289149,1,131
2,13.289276,0,39
2,13.289885,1,427
2,13.290027,0,39
2,13.311982,0,45
2,13.312082,0,154
2,13.312208,1,57
2,13.312497,0,45
2,13.312589,0,538
2,13.312735,1,57
2,13.312781,1,131
2,13.312921,0,39
2,13.413243,1,55
2,13.413298,1,55
2,13.413348,1,55
2,13.413432,1,55
2,13.413519,1,55
2,13.413707,1,55
2,13.413803,1,55
2,13.414198,1,55
2,13.414304,1,55
2,13.414351,0,39
2,13.431521,1,136
2,13.431624,1,136
2,13.431675,0,39
2,13.434507,1,136
2,13.439215,1,136
2,13.439328,1,136
2,13.440904,1,136
2,13.445687,1,136
2,13.445831,0,39
2,13.445891,1,139
2,13.446024,0,39
2,13.446179,1,149
2,13.446370,0,39
2,13.446421,1,149
2,13.446522,0,39
2,13.459456,0,45
2,13.459559,0,162
2,13.459705,1,57
2,13.459822,1,131
2,13.460124,1,131
2,13.460245,0,39
2,13.460362,1,432
2,13.460488,0,39
2,13.463216,0,45
2,13.463319,0,175
2,13.463464,1,57
2,13.463967,0,45
2,13.464069,0,175
2,13.464203,1,57
2,13.464319,0,45
2,13.464418,0,326
2,13.464579,0,330
2,13.464684,1,57
2,13.478479,1,136
2,13.478617,0,39
2,13.478884,1,149
2,13.479010,0,39
2,13.479059,1,149
2,13.479221,0,39
2,13.480584,0,45
2,13.480679,0,154
2,13.480804,1,57
2,13.481379,1,160
2,13.481501,0,39
2,13.481548,0,45
2,13.481689,0,538
2,13.481810,1,57
2,13.481902,1,131
2,13.482007,0,39
2,13.493444,0,45
2,13.493581,0,239
2,13.493730,1,57
2,13.500023,0,45
2,13.500223,0,354
2,13.500375,1,57
2,13.500616,0,45
2,13.500718,0,283
2,13.500855,0,354
2,13.500987,1,57
2,13.501349,1,160
2,13.501492,0,39
2,13.516883,0,45
2,13.517070,0,447
2,13.517192,1,57
2,13.617467,1,55
2,13.617564,1,55
2,13.617615,1,55
2,13.617704,1,55
2,13.617753,1,55
2,13.617831,1,55
2,13.618089,1,55
2,13.618181,1,55
2,13.618260,1,55
2,13.618361,1,55
2,13.618715,1,55
2,13.618807,1,55
2,13.618893,1,55
2,13.618972,1,55
2,13.619355,1,55
2,13.619451,0,39
2,14.550811,0,154
2,14.551559,0,154
2,14.614067,1,55
2,14.614289,1,55
2,14.614345,1,55
2,14.614431,1,55
2,14.614480,0,39
2,14.614930,0,45
2,14.615032,0,154
2,14.615176,1,57
2,14.615292,1,131
2,14.615724,1,131
2,14.615865,0,39
2,14.619971,1,154
2,14.717049,1,55
2,14.717146,1,55
2,14.717243,0,39
2,15.161260,1,241
2,15.161404,0,39
2,15.162532,1,264
2,15.163632,0,264
2,15.163833,0,45
2,15.164001,0,264
2,15.164106,1,57
2,15.164352,1,131
2,15.164462,0,39
2,15.164679,1,154
2,15.264493,1,55
2,15.264582,0,39
2,16.676713,1,45
2,16.676762,0,39
2,16.676855,0,39
2,16.697781,0,45
2,16.697884,0,154
2,16.698033,1,57
2,16.712351,0,45
2,16.712488,0,187
2,16.712638,1,57
2,16.713459,1,45
2,16.713600,0,39
2,16.713651,1,174
2,16.713784,0,39
2,16.791002,0,45
2,16.791140,0,154
2,16.791286,1,57
2,16.891530,1,55
2,16.891621,1,55
2,16.891671,1,55
2,16.891756,1,55
2,16.891806,1,55
2,16.891885,1,55
2,16.892331,1,55
2,16.892389,0,39
2,17.377714,1,55
