frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","104.18.211.105","TLSv1.2","323","Application Data"
"2","0.000136450","192.168.1.118","104.18.211.105","TLSv1.2","324","Application Data"
"3","0.000241213","192.168.1.118","104.18.211.105","TLSv1.2","326","Application Data"
"4","0.000337300","192.168.1.118","104.18.211.105","TLSv1.2","325","Application Data"
"5","0.009843763","192.168.1.118","104.18.211.105","TCP","54","33614 → 443 [ACK] Seq=1 Ack=1 Win=1808 Len=0"
"6","0.033730513","192.168.1.102","224.0.0.251","MDNS","183","Standard query response 0x0000 SRV, cache flush 0 0 8009 2c3f16b2-da5c-4b6f-d6cf-bfba61c12490.local"
"7","0.036099775","192.168.1.102","224.0.0.251","MDNS","183","Standard query response 0x0000 SRV, cache flush 0 0 8009 2c3f16b2-da5c-4b6f-d6cf-bfba61c12490.local"
"8","0.036577538","104.18.211.105","192.168.1.118","TCP","54","443 → 33612 [ACK] Seq=1 Ack=271 Win=70 Len=0"
"9","0.038132425","104.18.211.105","192.168.1.118","TCP","1514","[TCP segment of a reassembled PDU]"
"10","0.046650025","104.18.211.105","192.168.1.118","TLSv1.2","1721","Application Data"
"11","0.046718738","192.168.1.118","104.18.211.105","TCP","54","33610 → 443 [ACK] Seq=270 Ack=3128 Win=1504 Len=0"
"12","0.046773250","104.18.211.105","192.168.1.118","TLSv1.2","4312","Application Data"
"13","0.046823925","192.168.1.118","104.18.211.105","TCP","54","33616 → 443 [ACK] Seq=273 Ack=4259 Win=716 Len=0"
"14","0.046879225","104.18.211.105","192.168.1.118","TLSv1.2","924","Application Data"
"15","0.048918863","104.18.211.105","192.168.1.118","TLSv1.2","4312","Application Data"
"16","0.048994213","192.168.1.118","104.18.211.105","TCP","54","33640 → 443 [ACK] Seq=272 Ack=4259 Win=568 Len=0"
"17","0.049033500","104.18.211.105","192.168.1.118","TLSv1.2","885","Application Data"
"18","0.049051900","192.168.1.118","104.18.211.105","TCP","54","33640 → 443 [ACK] Seq=272 Ack=5090 Win=590 Len=0"
"19","0.049072550","104.18.211.105","192.168.1.118","TCP","1514","[TCP segment of a reassembled PDU]"
"20","0.049086813","104.18.211.105","192.168.1.118","TCP","1514","443 → 33612 [ACK] Seq=1461 Ack=271 Win=70 Len=1460 [TCP segment of a reassembled PDU]"
"21","0.049100025","192.168.1.118","104.18.211.105","TCP","54","33612 → 443 [ACK] Seq=271 Ack=2921 Win=613 Len=0"
"22","0.063455113","104.18.211.105","192.168.1.118","TLSv1.2","1392","Application Data"
"23","0.063506975","104.18.211.105","192.168.1.118","TLSv1.2","456","Application Data"
"24","0.063536888","192.168.1.118","104.18.211.105","TCP","54","33612 → 443 [ACK] Seq=271 Ack=4661 Win=659 Len=0"
"25","0.076270475","192.168.1.118","104.18.211.105","TLSv1.2","323","Application Data"
