frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","31.13.71.36","TCP","74","43510 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2516916388 TSecr=0 WS=128"
"2","0.016580012","31.13.71.36","192.168.1.118","TCP","74","443 → 43510 [SYN, ACK] Seq=0 Ack=1 Win=27760 Len=0 MSS=1400 SACK_PERM=1 TSval=2346964343 TSecr=2516916388 WS=256"
"3","0.016685050","192.168.1.118","31.13.71.36","TCP","66","43510 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2516916405 TSecr=2346964343"
"4","0.193619087","192.168.1.118","31.13.71.36","TLSv1","583","Client Hello"
"5","0.210166862","192.168.1.104","255.255.255.255","UDP","217","49154 → 6666 Len=175"
"6","0.215876700","192.168.1.118","31.13.71.7","TLSv1.2","277","Application Data"
"7","0.216313025","31.13.71.36","192.168.1.118","TCP","66","443 → 43510 [ACK] Seq=1 Ack=518 Win=28928 Len=0 TSval=2346964544 TSecr=2516916582"
"8","0.219627087","31.13.71.36","192.168.1.118","TLSv1.2","1454","Server Hello"
"9","0.219714262","192.168.1.118","31.13.71.36","TCP","66","43510 → 443 [ACK] Seq=518 Ack=1389 Win=63104 Len=0 TSval=2516916608 TSecr=2346964545"
"10","0.221110675","31.13.71.36","192.168.1.118","TLSv1.2","2001","Certificate, Server Key Exchange, Server Hello Done"
"11","0.221177462","192.168.1.118","31.13.71.36","TCP","66","43510 → 443 [ACK] Seq=518 Ack=3324 Win=61184 Len=0 TSval=2516916609 TSecr=2346964545"
"12","0.226133425","192.168.1.118","31.13.71.36","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13","0.233054900","192.168.1.118","31.13.71.7","TLSv1.2","277","Application Data"
"14","0.236023250","31.13.71.7","192.168.1.118","TLSv1.2","648","Application Data"
"15","0.236102237","192.168.1.118","31.13.71.7","TCP","66","41724 → 443 [ACK] Seq=212 Ack=583 Win=523 Len=0 TSval=1097620805 TSecr=2105437321"
"16","0.240469312","31.13.71.7","192.168.1.118","TCP","5618","[TCP segment of a reassembled PDU]"
"17","0.240536475","192.168.1.118","31.13.71.7","TCP","66","41724 → 443 [ACK] Seq=212 Ack=6135 Win=610 Len=0 TSval=1097620810 TSecr=2105437321"
"18","0.240634575","31.13.71.7","192.168.1.118","TLSv1.2","7465","Application Data, Application Data"
"19","0.240673862","192.168.1.118","31.13.71.7","TCP","66","41724 → 443 [ACK] Seq=212 Ack=13534 Win=725 Len=0 TSval=1097620810 TSecr=2105437321"
"20","0.240694725","31.13.71.7","192.168.1.118","TLSv1.2","1495","Application Data"
"21","0.240709062","192.168.1.118","31.13.71.7","TCP","66","41724 → 443 [ACK] Seq=212 Ack=14963 Win=748 Len=0 TSval=1097620810 TSecr=2105437321"
"22","0.251900425","192.168.1.118","31.13.71.7","TLSv1.2","277","Application Data"
"23","0.253381550","31.13.71.36","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"24","0.258938487","192.168.1.118","31.13.71.36","TLSv1.2","264","Application Data"
"25","0.285072262","31.13.71.7","192.168.1.118","TLSv1.2","648","Application Data"
"26","0.285144162","192.168.1.118","31.13.71.7","TCP","66","41726 → 443 [ACK] Seq=212 Ack=583 Win=719 Len=0 TSval=1097620854 TSecr=282772712"
"27","0.290043562","31.13.71.7","192.168.1.118","TLSv1.2","647","Application Data"
"28","0.290105912","31.13.71.7","192.168.1.118","TLSv1.2","1691","Application Data"
"29","0.290136525","192.168.1.118","31.13.71.7","TCP","66","41724 → 443 [ACK] Seq=423 Ack=17169 Win=795 Len=0 TSval=1097620859 TSecr=2105437375"
"30","0.290180762","31.13.71.7","192.168.1.118","TLSv1.2","1495","Application Data"
"31","0.290195537","192.168.1.118","31.13.71.7","TCP","66","41724 → 443 [ACK] Seq=423 Ack=18598 Win=817 Len=0 TSval=1097620859 TSecr=2105437375"
"32","0.290206312","31.13.71.7","192.168.1.118","TCP","2842","[TCP segment of a reassembled PDU]"
"33","0.290225812","192.168.1.118","31.13.71.7","TCP","66","41726 → 443 [ACK] Seq=212 Ack=3359 Win=763 Len=0 TSval=1097620859 TSecr=282772712"
