"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=932, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"2","0.003685","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=933, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest[Malformed Packet]"
"3","0.011639","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=674, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"4","0.022059","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1911, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"5","0.030612","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=222, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"6","0.033591","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"7","0.084238","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2960, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"8","0.103528","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=934, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"9","0.105983","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=935, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"10","0.113959","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=675, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"11","0.124022","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1912, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"12","0.186637","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2961, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275[Malformed Packet]"
"13","0.216508","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=676, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"14","0.226445","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1913, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"15","0.236220","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=224, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"16","0.238189","Espressi_77:0c:8b","Broadcast","802.11","87","Probe Request, SN=1760, FN=0, Flags=........C, SSID=AdventurousMoose"
"17","0.307329","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=938, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"18","0.309137","00:7e:b0:a5:16:00","IPv4mcast_7f:ff:fa","802.11","242","Data, SN=382, FN=0, Flags=.p....F.C"
"19","0.311515","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=939, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"20","0.318914","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=677, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"21","0.328942","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1914, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"22","0.337932","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=225, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"23","0.390142","Espressi_77:0c:8b","Broadcast","802.11","87","Probe Request, SN=1761, FN=0, Flags=........C, SSID=Adventur\\017C\357\277\275\\021""k[Malformed Packet]"
"24","0.409608","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=940, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"25","0.413183","26:f5:a2:fc:51:57","Broadcast","802.11","296","Beacon frame, SN=941, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"26","0.421265","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=678, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"27","0.433038","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1915, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"28","0.440245","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=226, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"29","0.494212","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2964, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"30","0.512000","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=942, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"31","0.515707","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=943, FN=0, Flags=........C, BI=44314"
"32","0.523526","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=679, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"33","0.534100","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1916, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"34","0.542632","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=227, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436[Malformed Packet: length of contained item exceeds length of containing item]"
"35","0.617989","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=945, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"36","0.626191","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=680, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF\357\277\275"
"37","0.636158","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1917, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"38","0.646722","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=228, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"39","0.700248","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2966, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"40","0.720475","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=947, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"41","0.728639","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=681, FN=0, Flags=........C, BI=100, SSID=Any\357\277\275\\005\357\277\275l\\000\\000\\000[Malformed Packet]"
"42","0.739066","SvecComp_00:00:00","fc:ae:b2:01:00:00","802.11","288","Beacon frame, SN=1918, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"43","0.747548","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=229, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"44","0.801201","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2967, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"45","0.822843","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=949, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"46","0.830897","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=682, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"47","0.841220","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1919, FN=0, Flags=........C, BI=100, SSID=Cisco19640[Malformed Packet]"
"48","0.852502","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=230, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436[Malformed Packet: length of contained item exceeds length of containing item]"
"49","0.926197","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=951, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"50","0.934397","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=683, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"51","0.943272","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1920, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"52","0.952625","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=231, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"53","1.023993","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=952, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"54","1.027555","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=953, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"55","1.038010","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=684, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"56","1.045715","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1921, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"57","1.054634","1e:80:a2:6a:54:37","ff:ff:ff:ff:ff:9f","802.11","284","Beacon frame, SN=232, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"58","1.126495","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=954, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"59","1.137933","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=685, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"60","1.145671","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"61","1.148120","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1922, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"62","1.150136","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"63","1.154671","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"64","1.154720","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"65","1.155165","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"66","1.157514","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=233, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"67","1.168701","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"68","1.168870","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","235","QoS Data, SN=2887, FN=0, Flags=.p....F.C"
"69","1.173433","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"70","1.173482","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"71","1.193957","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"72","1.194108","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","162","QoS Data, SN=2888, FN=0, Flags=.p....F.C"
"73","1.195482","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"74","1.195563","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"75","1.205335","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"76","1.205383","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"77","1.216459","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"78","1.217151","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"79","1.217199","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"80","1.220247","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"81","1.220294","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","154","QoS Data, SN=2889, FN=0, Flags=.p....F.C"
"82","1.221503","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"83","1.222015","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","1602","QoS Data, SN=2890, FN=0, Flags=.p....F.C"
"84","1.222451","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"85","1.222945","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","1598","QoS Data, SN=2891, FN=0, Flags=.p....F.C"
"86","1.223229","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","1598","QoS Data, SN=2892, FN=0, Flags=.p....F.C"
"87","1.223567","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","1602","QoS Data, SN=2893, FN=0, Flags=.p....F.C"
"88","1.233834","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"89","1.233880","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"90","1.233958","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"91","1.234272","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","154","QoS Data, SN=2894, FN=0, Flags=.p....F.C"
"92","1.241011","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=686, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"93","1.250373","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1923, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"94","1.259340","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=234, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"95","1.259428","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"96","1.260031","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","154","QoS Data, SN=2895, FN=0, Flags=.p....F.C"
"97","1.260385","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"98","1.260822","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","540","QoS Data, SN=2896, FN=0, Flags=.p....F.C"
"99","1.269880","fe80::840:c2ff:feee:33a1","ff02::1","ICMPv6","133","Router Advertisement from 26:f5:a2:5a:3e:57"
"100","1.270894","fe80::840:c2ff:feee:33a1","ff02::1","ICMPv6","133","Router Advertisement from 26:f5:a2:5a:3e:57"
"101","1.272015","fe80::840:c2ff:feee:33a1","ff02::1","ICMPv6","133","Router Advertisement from 26:f5:a2:5a:3e:57"
"102","1.272293","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"103","1.273639","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"104","1.273687","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"105","1.312099","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"106","1.312311","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","261","QoS Data, SN=2897, FN=0, Flags=.p....F.C"
"107","1.315363","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"108","1.315410","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"109","1.334919","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=959, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest[Malformed Packet]"
"110","1.337329","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"111","1.337381","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"112","1.342817","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=687, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"113","1.355749","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1924, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"114","1.356031","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"115","1.356519","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","154","QoS Data, SN=2898, FN=0, Flags=.p....F.C"
"116","1.361940","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=235, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"117","1.362041","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"118","1.362136","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","671","QoS Data, SN=2899, FN=0, Flags=.p....F.C"
"119","1.362918","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"120","1.362969","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"121","1.416793","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2973, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"122","1.437319","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=961, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"123","1.455587","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1925, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"124","1.464247","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=236, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"125","1.479882","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"126","1.516844","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2974, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"127","1.539564","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=963, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"128","1.547523","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=689, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"129","1.558204","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1926, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"130","1.566562","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=237, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"131","1.572831","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Acknowledgement, Flags=........C"
"132","1.573206","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"133","1.573893","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"134","1.577928","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"135","1.577974","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"136","1.578338","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","45","Request-to-send, Flags=........C"
"137","1.578384","","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","39","Clear-to-send, Flags=........C"
"138","1.578517","Apple_53:af:45","Google_52:20:d9","802.11","264","QoS Data, SN=3166, FN=0, Flags=.p....F.C"
"139","1.578622","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"140","1.579783","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","45","Request-to-send, Flags=........C"
"141","1.580098","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","45","Request-to-send, Flags=........C"
"142","1.581040","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","45","Request-to-send, Flags=........C"
"143","1.581090","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","45","Request-to-send, Flags=........C"
"144","1.585661","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","45","Request-to-send, Flags=........C"
"145","1.585710","","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","39","Clear-to-send, Flags=........C"
"146","1.585757","Google_52:20:d9","Apple_53:af:45","802.11","264","QoS Data, SN=819, FN=0, Flags=.p.....TC"
"147","1.586216","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"148","1.588580","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"149","1.588968","Google_52:20:d9","Apple_53:af:45","802.11","264","QoS Data, SN=2900, FN=0, Flags=.p....F.C"
"150","1.594457","Netgear_69:8b:2d","Broadcast","802.11","368","Beacon frame, SN=3764, FN=0, Flags=........C, BI=100, SSID=PYPT6[Malformed Packet]"
"151","1.609131","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"152","1.609187","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"153","1.609414","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Google_52:20:d9 (e4:f0:42:52:20:d9) (RA)","802.11","45","Request-to-send, Flags=........C"
"154","1.609470","","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","39","Clear-to-send, Flags=........C"
"155","1.609523","Apple_53:af:45","Google_52:20:d9","802.11","154","QoS Data, SN=3167, FN=0, Flags=.p....F.C"
"156","1.609694","Google_52:20:d9 (e4:f0:42:52:20:d9) (TA)","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"157","1.620261","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2975, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"158","1.638742","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=964, FN=0, Flags=........C, BI=100, SSID=Linksys04458[Malformed Packet]"
"159","1.641991","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=965, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"160","1.650070","6c:06:35:00:00:00","ff:fb:75:c3:8d:b4","802.11","209","Beacon frame, SN=3264, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"161","1.660440","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1927, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
"162","1.669084","NovatelW_6a:54:37","Broadcast","802.11","284","Beacon frame, SN=238, FN=0, Flags=........C, BI=100, SSID=Verizon-MiFi8800L-5436"
"163","1.714646","","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","39","Clear-to-send, Flags=........C"
"164","1.714693","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"165","1.722658","Tp-LinkT_fb:9d:45","Broadcast","802.11","304","Beacon frame, SN=2976, FN=0, Flags=........C, BI=100, SSID=\357\277\275\357\277\275\357\277\275"
"166","1.728194","Cisco-Li_5b:1c:d0 (58:6d:8f:5b:1c:d0) (TA)","Apple_53:af:45 (38:f9:d3:53:af:45) (RA)","802.11","45","Request-to-send, Flags=........C"
"167","1.728247","Cisco-Li_5b:1c:ce","Apple_53:af:45","802.11","154","QoS Data, SN=2901, FN=0, Flags=.p....F.C"
"168","1.740793","BelkinIn_5a:3e:57","Broadcast","802.11","363","Beacon frame, SN=966, FN=0, Flags=........C, BI=100, SSID=Linksys04458"
"169","1.744351","26:f5:a2:5a:3e:57","Broadcast","802.11","296","Beacon frame, SN=967, FN=0, Flags=........C, BI=100, SSID=Linksys04458-guest"
"170","1.752728","22:32:33:7b:31:3b","Broadcast","802.11","209","Beacon frame, SN=691, FN=0, Flags=........C, BI=100, SSID=Anycast-30FF9A"
"171","1.762700","Cisco-Li_5b:1c:d0","Broadcast","802.11","288","Beacon frame, SN=1928, FN=0, Flags=........C, BI=100, SSID=Cisco19640"
