frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","69.147.82.60","192.168.1.118","TLSv1.2","961","Application Data"
"2","0.001219637","69.147.82.60","192.168.1.118","TLSv1.2","1044","Application Data"
"3","0.007135737","69.147.82.60","192.168.1.118","TLSv1.2","938","Application Data"
"4","0.008194387","192.168.1.118","69.147.82.60","TCP","66","44836 → 443 [ACK] Seq=1 Ack=1874 Win=487 Len=0 TSval=1670095425 TSecr=3018502786"
"5","0.008814375","192.168.1.118","69.147.82.60","TLSv1.2","286","Application Data"
"6","0.009701237","192.168.1.118","69.147.82.60","TLSv1.2","289","Application Data"
"7","0.010066525","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"8","0.010124325","69.147.82.60","192.168.1.118","TLSv1.2","960","Application Data"
"9","0.010169137","192.168.1.118","69.147.82.60","TCP","66","44832 → 443 [ACK] Seq=1 Ack=895 Win=495 Len=0 TSval=1670095427 TSecr=3122073263"
"10","0.010210900","69.147.82.60","192.168.1.118","TLSv1.2","367","Application Data"
"11","0.010227725","69.147.82.60","192.168.1.118","TLSv1.2","961","Application Data"
"12","0.010247887","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=1 Ack=896 Win=495 Len=0 TSval=1670095428 TSecr=3117471963"
"13","0.010263750","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"14","0.010277925","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=1 Ack=2225 Win=485 Len=0 TSval=1670095428 TSecr=3117471963"
"15","0.010307375","69.147.82.60","192.168.1.118","TLSv1.2","2962","Application Data, Application Data"
"16","0.014400037","69.147.82.60","192.168.1.118","TLSv1.2","1298","Application Data"
"17","0.014466862","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=1 Ack=3457 Win=476 Len=0 TSval=1670095432 TSecr=3117471963"
"18","0.014516012","69.147.82.60","192.168.1.118","TLSv1.2","3189","Application Data, Application Data, Application Data"
"19","0.016088662","192.168.1.118","69.147.82.60","TCP","66","44828 → 443 [ACK] Seq=1 Ack=8221 Win=437 Len=0 TSval=1670095433 TSecr=634393667"
"20","0.016969037","192.168.1.118","69.147.82.60","TCP","66","44832 → 443 [ACK] Seq=1 Ack=1196 Win=501 Len=0 TSval=1670095434 TSecr=3122073263"
"21","0.018010987","192.168.1.118","69.147.82.60","TLSv1.2","290","Application Data"
"22","0.027637787","69.147.82.60","192.168.1.118","TLSv1.2","960","Application Data"
"23","0.029280112","69.147.82.60","192.168.1.118","TLSv1.2","835","Application Data"
"24","0.029330250","69.147.82.60","192.168.1.118","TLSv1.2","961","Application Data"
"25","0.029358112","69.147.82.60","192.168.1.118","TLSv1.2","393","Application Data"
"26","0.034495637","192.168.1.118","69.147.82.60","TCP","66","44836 → 443 [ACK] Seq=224 Ack=3537 Win=489 Len=0 TSval=1670095452 TSecr=3018502816"
"27","0.034776150","192.168.1.118","69.147.82.60","TLSv1.2","285","Application Data"
"28","0.034928037","192.168.1.118","69.147.82.60","TCP","66","44834 → 443 [ACK] Seq=221 Ack=1223 Win=501 Len=0 TSval=1670095452 TSecr=3116402169"
"29","0.035795300","192.168.1.118","69.147.82.60","TLSv1.2","267","Application Data"
"30","0.035907387","192.168.1.118","69.147.82.60","TLSv1.2","264","Application Data"
"31","0.035996737","192.168.1.118","69.147.82.60","TLSv1.2","289","Application Data"
"32","0.044669100","69.147.82.60","192.168.1.118","TLSv1.2","960","Application Data"
"33","0.048153800","69.147.82.60","192.168.1.118","TLSv1.2","952","Application Data"
"34","0.048201050","23.206.190.114","192.168.1.118","TCP","66","443 → 41966 [ACK] Seq=1 Ack=1 Win=235 Len=0 TSval=3997695284 TSecr=2486473106"
"35","0.049205950","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=225 Ack=5237 Win=493 Len=0 TSval=1670095466 TSecr=3117471998"
"36","0.050044800","192.168.1.118","69.147.82.60","TLSv1.2","568","Application Data"
"37","0.054731225","23.206.190.114","192.168.1.118","TLSv1.2","4162","Server Hello"
"38","0.054801675","192.168.1.118","23.206.190.114","TCP","66","41966 → 443 [ACK] Seq=1 Ack=4097 Win=470 Len=0 TSval=2486473181 TSecr=3997695284"
"39","0.054839862","23.206.190.114","192.168.1.118","TLSv1.2","1168","Certificate, Server Key Exchange, Server Hello Done"
"40","0.054855487","192.168.1.118","23.206.190.114","TCP","66","41966 → 443 [ACK] Seq=1 Ack=5199 Win=462 Len=0 TSval=2486473181 TSecr=3997695286"
"41","0.060128512","192.168.1.118","23.206.190.114","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"42","0.062910837","69.147.82.60","192.168.1.118","TLSv1.2","961","Application Data"
"43","0.062972687","69.147.82.60","192.168.1.118","TLSv1.2","422","Application Data"
"44","0.063373062","192.168.1.118","69.147.82.60","TCP","66","44832 → 443 [ACK] Seq=220 Ack=2447 Win=501 Len=0 TSval=1670095481 TSecr=3122073308"
"45","0.065502112","192.168.1.118","69.147.82.60","TLSv1.2","634","Application Data"
"46","0.070198025","69.147.82.60","192.168.1.118","TLSv1.2","961","Application Data"
"47","0.070258687","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"48","0.070281600","69.147.82.60","192.168.1.118","TLSv1.2","962","Application Data"
"49","0.070296287","69.147.82.60","192.168.1.118","TLSv1.2","1514","Application Data"
"50","0.070380300","192.168.1.118","69.147.82.60","TCP","66","44836 → 443 [ACK] Seq=425 Ack=7209 Win=473 Len=0 TSval=1670095488 TSecr=3018502849"
"51","0.071182737","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"52","0.071237387","69.147.82.60","192.168.1.118","TLSv1.2","656","Application Data"
"53","0.071254462","69.147.82.60","192.168.1.118","TLSv1.2","3669","Application Data, Application Data, Application Data"
"54","0.071285325","69.147.82.60","192.168.1.118","TLSv1.2","901","Application Data"
"55","0.071308662","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"56","0.071322550","69.147.82.60","192.168.1.118","TLSv1.2","1050","Application Data"
"57","0.071349025","192.168.1.118","69.147.82.60","TCP","66","44828 → 443 [ACK] Seq=199 Ack=11036 Win=480 Len=0 TSval=1670095489 TSecr=634393719"
"58","0.071592125","192.168.1.118","69.147.82.60","TCP","66","44834 → 443 [ACK] Seq=444 Ack=4371 Win=477 Len=0 TSval=1670095489 TSecr=3116402203"
"59","0.071738512","192.168.1.118","69.147.82.60","TCP","66","44836 → 443 [ACK] Seq=425 Ack=10812 Win=445 Len=0 TSval=1670095489 TSecr=3018502849"
"60","0.078338375","69.147.82.60","192.168.1.118","TLSv1.2","786","Application Data"
"61","0.082020387","192.168.1.118","69.147.82.60","TLSv1.2","459","Application Data"
"62","0.085078475","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"63","0.085143212","69.147.82.60","192.168.1.118","TLSv1.2","4410","Application Data, Application Data, Application Data"
"64","0.085216575","69.147.82.60","192.168.1.118","TLSv1.2","2962","Application Data, Application Data"
"65","0.085242162","69.147.82.60","192.168.1.118","TLSv1.2","4410","Application Data, Application Data, Application Data"
"66","0.088509900","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=727 Ack=18870 Win=395 Len=0 TSval=1670095506 TSecr=3117472033"
"67","0.088823650","192.168.1.118","69.147.82.60","TLSv1.2","624","Application Data"
"68","0.088935637","192.168.1.118","69.147.82.60","TLSv1.2","653","Application Data"
"69","0.095048187","69.147.82.60","192.168.1.118","TLSv1.2","788","Application Data"
"70","0.096905150","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"71","0.096963937","69.147.82.60","192.168.1.118","TLSv1.2","2962","Application Data, Application Data"
"72","0.098710500","192.168.1.118","69.147.82.60","TCP","66","44832 → 443 [ACK] Seq=788 Ack=7394 Win=463 Len=0 TSval=1670095516 TSecr=3122073351"
"73","0.098873637","69.147.82.60","192.168.1.118","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"74","0.098929162","69.147.82.60","192.168.1.118","TLSv1.2","2962","Application Data, Application Data"
"75","0.099174062","69.147.82.60","192.168.1.118","TLSv1.2","2216","Application Data, Application Data, Application Data"
"76","0.103796150","69.147.82.60","192.168.1.118","TLSv1.2","784","Application Data"
"77","0.107378325","192.168.1.118","69.147.82.60","TCP","66","44832 → 443 [ACK] Seq=788 Ack=13888 Win=413 Len=0 TSval=1670095525 TSecr=3122073351"
"78","0.107760362","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"79","0.107840250","69.147.82.60","192.168.1.118","TLSv1.2","4410","Application Data, Application Data, Application Data"
"80","0.107867562","69.147.82.60","192.168.1.118","TLSv1.2","4333","Application Data, Application Data, Application Data, Application Data"
"81","0.111590412","69.147.82.60","192.168.1.118","TLSv1.2","5858","Application Data, Application Data, Application Data, Application Data, Application Data"
"82","0.111654100","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=727 Ack=24662 Win=445 Len=0 TSval=1670095529 TSecr=3117472063"
"83","0.112769850","69.147.82.60","192.168.1.118","TLSv1.2","8754","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"84","0.117286212","69.147.82.60","192.168.1.118","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"85","0.117345387","69.147.82.60","192.168.1.118","TLSv1.2","4410","Application Data, Application Data, Application Data"
"86","0.118518237","69.147.82.60","192.168.1.118","TLSv1.2","8754","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"87","0.119637675","192.168.1.118","69.147.82.60","TCP","66","44830 → 443 [ACK] Seq=727 Ack=47830 Win=501 Len=0 TSval=1670095537 TSecr=3117472063"
"88","0.119799462","192.168.1.118","69.147.82.60","TCP","66","44828 → 443 [ACK] Seq=592 Ack=21694 Win=418 Len=0 TSval=1670095537 TSecr=634393762"
"89","0.120166562","69.147.82.60","192.168.1.118","TLSv1.2","787","Application Data"
"90","0.121821400","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
"91","0.121872975","69.147.82.60","192.168.1.118","TLSv1.2","1514","Application Data"
"92","0.124144525","69.147.82.60","192.168.1.118","TLSv1.2","788","Application Data"
"93","0.124207600","69.147.82.60","192.168.1.118","TLSv1.2","1395","Application Data"
